student_id,group,cohort_entry_year,subject,difficulty,requires_attendance,subject_total_semesters,semester,attendance_pct,work1,work2,work3,work4,work5,exam
STU003995,2023-02,2023,Объектно-ориентированное программирование,normal,0,1,2,72.1,5,5,7,6,7,0
STU003995,2023-02,2023,Физика I (механика),hard,0,2,2,84.7,7,6,9,8,6,7
STU003995,2023-02,2023,Теоретическая механика,hard,0,1,2,80.6,7,8,4,6,3,6
STU003995,2023-02,2023,Материаловедение,normal,0,1,2,65.8,8,6,9,4,5,6
STU003995,2023-02,2023,Иностранный язык,normal,1,4,2,62.4,4,0,5,0,0,0
STU003995,2023-02,2023,Физическая культура,easy,1,6,2,80.8,7,8,6,7,4,0
STU003996,2023-02,2023,Математический анализ I,hard,0,2,2,79.5,9,9,8,5,10,9
STU003996,2023-02,2023,Дискретная математика,normal,0,1,2,75.8,10,9,9,9,8,9
STU003996,2023-02,2023,Объектно-ориентированное программирование,normal,0,1,2,65.4,7,7,6,4,0,6
STU003996,2023-02,2023,Физика I (механика),hard,0,2,2,84.4,10,9,10,7,7,8
STU003996,2023-02,2023,Теоретическая механика,hard,0,1,2,83.4,7,8,10,10,6,7
STU003996,2023-02,2023,Материаловедение,normal,0,1,2,76.9,10,0,9,10,9,10
STU003996,2023-02,2023,Иностранный язык,normal,1,4,2,83.6,7,10,10,10,6,8
STU003996,2023-02,2023,Физическая культура,easy,1,6,2,78.9,10,9,0,9,8,9
STU003997,2023-02,2023,Математический анализ I,hard,0,2,2,59.1,4,5,0,4,5,0
STU003997,2023-02,2023,Дискретная математика,normal,0,1,2,34.9,4,0,0,3,5,4
STU003997,2023-02,2023,Объектно-ориентированное программирование,normal,0,1,2,50.1,6,0,5,0,2,2
STU003997,2023-02,2023,Физика I (механика),hard,0,2,2,48.3,0,8,0,0,0,0
STU003997,2023-02,2023,Теоретическая механика,hard,0,1,2,65.4,5,0,2,2,0,3
STU003997,2023-02,2023,Материаловедение,normal,0,1,2,48.9,0,0,4,0,3,0
STU003997,2023-02,2023,Иностранный язык,normal,1,4,2,62.6,0,0,7,5,2,0
STU003997,2023-02,2023,Физическая культура,easy,1,6,2,54.9,0,0,2,4,0,0
STU003998,2023-02,2023,Математический анализ I,hard,0,2,2,36.2,1,0,2,1,0,0
STU003998,2023-02,2023,Дискретная математика,normal,0,1,2,52.4,4,4,0,0,3,3
STU003998,2023-02,2023,Объектно-ориентированное программирование,normal,0,1,2,37.1,0,7,3,2,0,2
STU003998,2023-02,2023,Физика I (механика),hard,0,2,2,43.8,0,0,1,4,4,0
STU003998,2023-02,2023,Теоретическая механика,hard,0,1,2,45,0,0,0,6,0,0
STU003998,2023-02,2023,Материаловедение,normal,0,1,2,18.6,4,0,0,0,0,0
STU003998,2023-02,2023,Иностранный язык,normal,1,4,2,50.5,2,6,2,0,0,4
STU003998,2023-02,2023,Физическая культура,easy,1,6,2,41.1,0,6,0,5,0,5
STU004000,2023-02,2023,Математический анализ I,hard,0,2,2,78.1,3,6,6,6,7,5
STU004000,2023-02,2023,Дискретная математика,normal,0,1,2,81.7,9,7,6,6,8,7
STU004000,2023-02,2023,Объектно-ориентированное программирование,normal,0,1,2,79.3,7,6,7,7,5,5
STU004000,2023-02,2023,Физика I (механика),hard,0,2,2,80.7,6,7,6,7,8,6
STU004000,2023-02,2023,Теоретическая механика,hard,0,1,2,80.3,4,4,2,0,0,4
STU004000,2023-02,2023,Материаловедение,normal,0,1,2,93.1,7,7,5,8,0,5
STU004000,2023-02,2023,Иностранный язык,normal,1,4,2,90.2,10,9,10,10,8,9
STU004000,2023-02,2023,Физическая культура,easy,1,6,2,98.2,7,0,7,5,9,0
STU004001,2023-02,2023,Математический анализ I,hard,0,2,2,95.6,5,8,3,5,5,6
STU004001,2023-02,2023,Дискретная математика,normal,0,1,2,77.9,7,7,7,6,7,7
STU004001,2023-02,2023,Объектно-ориентированное программирование,normal,0,1,2,86.1,5,7,7,7,4,5
STU004001,2023-02,2023,Физика I (механика),hard,0,2,2,81.3,5,4,4,4,5,6
STU004001,2023-02,2023,Теоретическая механика,hard,0,1,2,82.2,6,3,1,3,2,4
STU004001,2023-02,2023,Материаловедение,normal,0,1,2,79.6,4,6,7,2,4,4
STU004001,2023-02,2023,Иностранный язык,normal,1,4,2,89.6,6,7,6,6,8,7
STU004001,2023-02,2023,Физическая культура,easy,1,6,2,83.2,5,0,2,0,7,5
STU003986,2023-02,2023,Математический анализ II,hard,0,2,3,71.8,4,1,4,1,3,0
STU003986,2023-02,2023,Дифференциальные уравнения,hard,0,1,3,75.4,5,5,1,2,3,2
STU003986,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,3,77.8,6,0,6,5,6,4
STU003986,2023-02,2023,Физика I (механика),hard,0,2,3,72.1,3,4,4,5,4,0
STU003986,2023-02,2023,Электротехника,normal,0,1,3,69.6,9,5,8,6,9,6
STU003986,2023-02,2023,Иностранный язык,normal,1,4,3,77.2,7,8,7,6,7,7
STU003986,2023-02,2023,Физическая культура,easy,1,6,3,79.4,10,10,8,8,0,9
STU003988,2023-02,2023,Математический анализ II,hard,0,2,3,92.6,10,7,7,6,10,9
STU003988,2023-02,2023,Дифференциальные уравнения,hard,0,1,3,89.6,7,8,8,8,9,10
STU003988,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,3,93.2,6,0,9,10,6,9
STU003988,2023-02,2023,Физика I (механика),hard,0,2,3,88.4,0,5,9,6,8,9
STU003988,2023-02,2023,Электротехника,normal,0,1,3,87.8,5,5,6,10,9,9
STU003988,2023-02,2023,Иностранный язык,normal,1,4,3,93,7,8,7,9,7,10
STU003988,2023-02,2023,Физическая культура,easy,1,6,3,97.5,10,0,10,10,10,0
STU003989,2023-02,2023,Математический анализ II,hard,0,2,3,81.1,6,9,5,6,4,4
STU003989,2023-02,2023,Дифференциальные уравнения,hard,0,1,3,85.7,8,7,6,7,0,7
STU003989,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,3,77.9,9,7,5,0,7,5
STU003989,2023-02,2023,Физика I (механика),hard,0,2,3,90,5,7,8,6,8,7
STU003989,2023-02,2023,Электротехника,normal,0,1,3,93.2,7,9,10,7,8,8
STU003989,2023-02,2023,Иностранный язык,normal,1,4,3,91.9,6,0,4,10,9,7
STU003989,2023-02,2023,Физическая культура,easy,1,6,3,78.3,10,9,9,0,10,8
STU003990,2023-02,2023,Математический анализ II,hard,0,2,3,75,10,5,6,8,6,7
STU003990,2023-02,2023,Дифференциальные уравнения,hard,0,1,3,84.7,10,9,8,4,9,8
STU003990,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,3,79.3,6,7,7,4,5,5
STU003990,2023-02,2023,Физика I (механика),hard,0,2,3,74.2,7,3,8,6,6,6
STU003990,2023-02,2023,Электротехника,normal,0,1,3,77.7,6,5,7,5,5,5
STU003990,2023-02,2023,Иностранный язык,normal,1,4,3,90.7,10,0,10,8,10,8
STU003990,2023-02,2023,Физическая культура,easy,1,6,3,77.1,0,9,8,6,8,8
STU003991,2023-02,2023,Математический анализ II,hard,0,2,3,76.3,8,6,7,7,9,7
STU003991,2023-02,2023,Дифференциальные уравнения,hard,0,1,3,77.2,7,9,9,7,7,8
STU003991,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,3,60.1,4,0,6,4,3,2
STU003991,2023-02,2023,Физика I (механика),hard,0,2,3,68.5,3,8,5,3,1,5
STU003991,2023-02,2023,Электротехника,normal,0,1,3,83.1,9,7,7,7,9,0
STU003991,2023-02,2023,Иностранный язык,normal,1,4,3,77.5,10,0,10,9,0,8
STU003991,2023-02,2023,Физическая культура,easy,1,6,3,74.1,7,9,10,8,5,9
STU003992,2023-02,2023,Математический анализ II,hard,0,2,3,89.3,7,8,4,5,4,5
STU003992,2023-02,2023,Дифференциальные уравнения,hard,0,1,3,83.4,7,7,9,7,5,7
STU003992,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,3,93.4,4,6,5,10,8,6
STU003992,2023-02,2023,Физика I (механика),hard,0,2,3,92.9,6,5,5,4,0,7
STU003992,2023-02,2023,Электротехника,normal,0,1,3,78.6,5,6,7,6,7,7
STU003992,2023-02,2023,Иностранный язык,normal,1,4,3,94.7,9,10,10,10,10,10
STU003992,2023-02,2023,Физическая культура,easy,1,6,3,95,10,8,10,10,8,9
STU003993,2023-02,2023,Математический анализ II,hard,0,2,3,90.6,8,9,8,0,10,9
STU003993,2023-02,2023,Дифференциальные уравнения,hard,0,1,3,94.4,10,9,6,10,8,9
STU003993,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,3,91.5,8,8,8,7,8,9
STU003993,2023-02,2023,Физика I (механика),hard,0,2,3,86.9,8,7,7,6,9,9
STU003993,2023-02,2023,Электротехника,normal,0,1,3,87.9,7,8,9,10,6,9
STU003993,2023-02,2023,Иностранный язык,normal,1,4,3,95.4,7,10,10,7,8,9
STU003993,2023-02,2023,Физическая культура,easy,1,6,3,92.1,7,9,8,8,5,9
STU003994,2023-02,2023,Математический анализ II,hard,0,2,3,88.1,6,7,5,6,7,5
STU003994,2023-02,2023,Дифференциальные уравнения,hard,0,1,3,89.4,7,4,6,0,4,4
STU003994,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,3,85.5,3,5,4,1,1,3
STU003994,2023-02,2023,Физика I (механика),hard,0,2,3,82.5,4,6,4,3,3,4
STU003994,2023-02,2023,Электротехника,normal,0,1,3,88.6,4,3,3,3,8,5
STU003994,2023-02,2023,Иностранный язык,normal,1,4,3,99.3,8,9,7,10,7,9
STU003994,2023-02,2023,Физическая культура,easy,1,6,3,95.7,10,10,10,8,9,9
STU003996,2023-02,2023,Математический анализ II,hard,0,2,3,80,7,9,7,6,9,6
STU003996,2023-02,2023,Дифференциальные уравнения,hard,0,1,3,71.4,8,9,0,8,10,7
STU003996,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,3,80.2,5,5,6,3,3,4
STU003996,2023-02,2023,Физика I (механика),hard,0,2,3,80.4,5,10,7,6,8,10
STU003996,2023-02,2023,Электротехника,normal,0,1,3,71.5,8,8,10,9,8,8
STU003996,2023-02,2023,Иностранный язык,normal,1,4,3,81.1,0,10,9,8,9,8
STU003996,2023-02,2023,Физическая культура,easy,1,6,3,70.2,0,0,10,0,10,9
STU004000,2023-02,2023,Математический анализ II,hard,0,2,3,84.1,7,6,4,0,5,7
STU004000,2023-02,2023,Дифференциальные уравнения,hard,0,1,3,86,2,4,0,8,7,5
STU004000,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,3,99,5,6,0,0,6,6
STU004000,2023-02,2023,Физика I (механика),hard,0,2,3,86.9,4,7,7,6,6,6
STU004000,2023-02,2023,Электротехника,normal,0,1,3,73.2,6,4,7,8,6,8
STU004000,2023-02,2023,Иностранный язык,normal,1,4,3,91.7,0,9,0,10,10,9
STU004000,2023-02,2023,Физическая культура,easy,1,6,3,86.5,6,7,5,7,5,7
STU004001,2023-02,2023,Математический анализ II,hard,0,2,3,83.6,8,4,5,6,4,5
STU004001,2023-02,2023,Дифференциальные уравнения,hard,0,1,3,88.7,4,4,5,8,3,6
STU004001,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,3,75.6,4,3,1,5,2,4
STU004001,2023-02,2023,Физика I (механика),hard,0,2,3,78.3,3,5,4,3,2,4
STU004001,2023-02,2023,Электротехника,normal,0,1,3,86.2,4,6,5,5,8,5
STU004001,2023-02,2023,Иностранный язык,normal,1,4,3,86.5,6,0,7,4,6,5
STU004001,2023-02,2023,Физическая культура,easy,1,6,3,87.7,5,8,6,6,7,5
STU003988,2023-02,2023,Математический анализ II,hard,0,2,4,86.5,8,8,7,7,8,0
STU003988,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,4,87.7,10,6,7,7,10,10
STU003988,2023-02,2023,Базы данных,normal,0,1,4,90.6,8,7,10,6,10,9
STU003988,2023-02,2023,Операционные системы,hard,0,1,4,86.5,7,9,8,7,8,9
STU003988,2023-02,2023,Физика II (электричество),hard,0,2,4,84.6,10,9,9,9,9,10
STU003988,2023-02,2023,Иностранный язык,normal,1,4,4,91.5,9,10,10,9,10,10
STU003988,2023-02,2023,Физическая культура,easy,1,6,4,90.2,10,10,10,7,7,10
STU003989,2023-02,2023,Математический анализ II,hard,0,2,4,69.7,5,5,7,6,5,4
STU003989,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,4,90.5,7,7,9,7,6,6
STU003989,2023-02,2023,Базы данных,normal,0,1,4,86.6,4,0,6,8,8,5
STU003989,2023-02,2023,Операционные системы,hard,0,1,4,94.5,0,0,5,6,5,4
STU003989,2023-02,2023,Физика II (электричество),hard,0,2,4,81.6,6,8,6,3,0,6
STU003989,2023-02,2023,Иностранный язык,normal,1,4,4,98.3,7,5,0,9,5,6
STU003989,2023-02,2023,Физическая культура,easy,1,6,4,89.6,9,10,5,8,6,8
STU003990,2023-02,2023,Математический анализ II,hard,0,2,4,78.9,6,5,4,8,9,7
STU003990,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,4,79,2,4,6,4,7,0
STU003990,2023-02,2023,Базы данных,normal,0,1,4,89.9,7,0,6,6,0,5
STU003990,2023-02,2023,Операционные системы,hard,0,1,4,76.1,3,5,6,4,6,5
STU003990,2023-02,2023,Физика II (электричество),hard,0,2,4,77.1,4,6,8,5,6,5
STU003990,2023-02,2023,Иностранный язык,normal,1,4,4,89.5,8,8,9,10,10,0
STU003990,2023-02,2023,Физическая культура,easy,1,6,4,84.9,8,7,5,10,9,8
STU003991,2023-02,2023,Математический анализ II,hard,0,2,4,66.8,7,9,0,0,9,7
STU003991,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,4,81.1,3,5,4,5,4,3
STU003991,2023-02,2023,Базы данных,normal,0,1,4,69.5,0,4,0,3,3,3
STU003991,2023-02,2023,Операционные системы,hard,0,1,4,75,0,1,3,4,5,1
STU003991,2023-02,2023,Физика II (электричество),hard,0,2,4,66.9,4,7,9,8,6,6
STU003991,2023-02,2023,Иностранный язык,normal,1,4,4,67.1,7,0,10,9,0,7
STU003991,2023-02,2023,Физическая культура,easy,1,6,4,89,0,0,10,10,10,8
STU003992,2023-02,2023,Математический анализ II,hard,0,2,4,86.5,8,7,6,5,8,5
STU003992,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,4,78.7,4,6,0,8,7,5
STU003992,2023-02,2023,Базы данных,normal,0,1,4,80.5,7,6,0,3,8,6
STU003992,2023-02,2023,Операционные системы,hard,0,1,4,90.7,7,7,10,9,5,7
STU003992,2023-02,2023,Физика II (электричество),hard,0,2,4,73.5,8,8,1,0,5,4
STU003992,2023-02,2023,Иностранный язык,normal,1,4,4,92.4,10,10,10,9,10,10
STU003992,2023-02,2023,Физическая культура,easy,1,6,4,92,10,10,10,8,6,10
STU003993,2023-02,2023,Математический анализ II,hard,0,2,4,85.5,10,6,7,9,7,9
STU003993,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,4,90.9,8,10,9,10,9,10
STU003993,2023-02,2023,Базы данных,normal,0,1,4,86.7,10,10,10,8,8,9
STU003993,2023-02,2023,Операционные системы,hard,0,1,4,90.3,0,10,9,9,8,9
STU003993,2023-02,2023,Физика II (электричество),hard,0,2,4,88.6,5,6,7,10,8,9
STU003993,2023-02,2023,Иностранный язык,normal,1,4,4,89.3,7,9,8,9,10,9
STU003993,2023-02,2023,Физическая культура,easy,1,6,4,89.3,9,0,8,9,9,0
STU003994,2023-02,2023,Математический анализ II,hard,0,2,4,77.2,5,6,5,8,7,5
STU003994,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,4,95.7,0,1,7,0,1,0
STU003994,2023-02,2023,Базы данных,normal,0,1,4,87,4,3,3,3,4,3
STU003994,2023-02,2023,Операционные системы,hard,0,1,4,83.9,3,1,0,5,3,3
STU003994,2023-02,2023,Физика II (электричество),hard,0,2,4,81.5,1,5,1,3,3,3
STU003994,2023-02,2023,Иностранный язык,normal,1,4,4,91.5,8,6,6,0,10,6
STU003994,2023-02,2023,Физическая культура,easy,1,6,4,100,10,10,7,8,10,9
STU003996,2023-02,2023,Математический анализ II,hard,0,2,4,74.2,5,6,6,10,9,7
STU003996,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,4,64.6,5,4,6,0,3,0
STU003996,2023-02,2023,Базы данных,normal,0,1,4,59.2,6,8,7,0,4,6
STU003996,2023-02,2023,Операционные системы,hard,0,1,4,75.1,7,4,4,2,3,3
STU003996,2023-02,2023,Физика II (электричество),hard,0,2,4,75.8,9,9,7,10,10,9
STU003996,2023-02,2023,Иностранный язык,normal,1,4,4,91.3,0,10,10,10,9,10
STU003996,2023-02,2023,Физическая культура,easy,1,6,4,75.9,10,10,7,9,9,10
STU004000,2023-02,2023,Математический анализ II,hard,0,2,4,88.6,0,5,10,7,6,5
STU004000,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,4,69.5,3,5,6,2,5,5
STU004000,2023-02,2023,Базы данных,normal,0,1,4,75.5,7,6,6,4,7,7
STU004000,2023-02,2023,Операционные системы,hard,0,1,4,79.7,4,8,8,6,7,5
STU004000,2023-02,2023,Физика II (электричество),hard,0,2,4,77.9,6,8,5,7,4,0
STU004000,2023-02,2023,Иностранный язык,normal,1,4,4,82.1,9,10,8,6,10,8
STU004000,2023-02,2023,Физическая культура,easy,1,6,4,81.1,3,7,0,5,5,4
STU004001,2023-02,2023,Математический анализ II,hard,0,2,4,73.5,1,2,4,4,3,5
STU004001,2023-02,2023,Структуры данных и алгоритмы,hard,0,2,4,77.9,2,3,3,6,6,4
STU004001,2023-02,2023,Базы данных,normal,0,1,4,79.2,4,5,7,5,6,4
STU004001,2023-02,2023,Операционные системы,hard,0,1,4,62.2,1,4,1,6,3,5
STU004001,2023-02,2023,Физика II (электричество),hard,0,2,4,82,5,5,6,4,2,3
STU004001,2023-02,2023,Иностранный язык,normal,1,4,4,93.3,5,6,8,7,6,7
STU004001,2023-02,2023,Физическая культура,easy,1,6,4,83.5,7,5,0,4,0,4
STU003988,2023-02,2023,Численные методы,normal,0,1,5,77.5,10,7,0,10,9,
STU003988,2023-02,2023,Физика II (электричество),hard,0,2,5,87,7,9,8,8,10,
STU003988,2023-02,2023,Физическая культура,easy,1,6,5,89.3,10,10,10,10,10,
STU003989,2023-02,2023,Численные методы,normal,0,1,5,77.3,9,7,6,4,5,
STU003989,2023-02,2023,Физика II (электричество),hard,0,2,5,78.4,7,5,6,7,9,
STU003989,2023-02,2023,Физическая культура,easy,1,6,5,84.3,8,10,10,8,0,
STU003990,2023-02,2023,Численные методы,normal,0,1,5,73.9,7,7,10,6,0,
STU003990,2023-02,2023,Физика II (электричество),hard,0,2,5,65.1,0,5,0,0,4,
STU003990,2023-02,2023,Физическая культура,easy,1,6,5,77.2,7,3,0,9,6,
STU003992,2023-02,2023,Численные методы,normal,0,1,5,79.9,7,7,2,8,7,
STU003992,2023-02,2023,Физика II (электричество),hard,0,2,5,63.8,4,5,5,6,1,
STU003992,2023-02,2023,Физическая культура,easy,1,6,5,80,0,9,8,10,5,
STU003993,2023-02,2023,Численные методы,normal,0,1,5,80.2,10,8,0,8,10,
STU003993,2023-02,2023,Физика II (электричество),hard,0,2,5,85.6,10,10,9,10,8,
STU003993,2023-02,2023,Физическая культура,easy,1,6,5,87.3,8,10,9,7,7,
STU003996,2023-02,2023,Численные методы,normal,0,1,5,70.3,9,9,8,0,9,
STU003996,2023-02,2023,Физика II (электричество),hard,0,2,5,64.5,5,7,6,7,9,
STU003996,2023-02,2023,Физическая культура,easy,1,6,5,72.9,9,10,10,10,10,
STU004000,2023-02,2023,Численные методы,normal,0,1,5,70.1,6,0,7,7,5,
STU004000,2023-02,2023,Физика II (электричество),hard,0,2,5,67,8,4,7,8,6,
STU004000,2023-02,2023,Физическая культура,easy,1,6,5,74.6,5,4,7,4,5,
STU004001,2023-02,2023,Численные методы,normal,0,1,5,72.6,5,5,8,8,8,
STU004001,2023-02,2023,Физика II (электричество),hard,0,2,5,68.1,4,0,7,3,4,
STU004001,2023-02,2023,Физическая культура,easy,1,6,5,86.9,6,7,6,4,5,
STU004002,2023-03,2023,Математический анализ I,hard,0,2,1,83.9,5,3,2,5,5,5
STU004002,2023-03,2023,Линейная алгебра и геометрия,normal,0,1,1,99.7,8,8,3,7,1,6
STU004002,2023-03,2023,Введение в программирование,normal,0,1,1,85.3,6,4,5,3,2,5
STU004002,2023-03,2023,Инженерная графика,normal,0,1,1,90,5,6,4,6,5,7
STU004002,2023-03,2023,История России,easy,1,1,1,90.1,6,8,0,6,6,6
STU004002,2023-03,2023,Иностранный язык,normal,1,4,1,100,8,8,0,8,8,8
STU004002,2023-03,2023,Физическая культура,easy,1,6,1,90.8,9,8,5,7,8,8
STU004003,2023-03,2023,Математический анализ I,hard,0,2,1,86.8,4,3,7,6,6,7
STU004003,2023-03,2023,Линейная алгебра и геометрия,normal,0,1,1,95.9,4,7,8,8,7,7
STU004003,2023-03,2023,Введение в программирование,normal,0,1,1,99.8,7,7,6,6,8,7
STU004003,2023-03,2023,Инженерная графика,normal,0,1,1,93.4,9,9,9,9,8,7
STU004003,2023-03,2023,История России,easy,1,1,1,100,6,6,6,8,0,8
STU004003,2023-03,2023,Иностранный язык,normal,1,4,1,100,7,5,5,5,6,6
STU004003,2023-03,2023,Физическая культура,easy,1,6,1,94.9,5,10,7,10,8,8
STU004004,2023-03,2023,Математический анализ I,hard,0,2,1,84.9,4,8,9,7,6,7
STU004004,2023-03,2023,Линейная алгебра и геометрия,normal,0,1,1,83.6,7,8,0,7,7,7
STU004004,2023-03,2023,Введение в программирование,normal,0,1,1,89.6,5,4,9,10,10,10
STU004004,2023-03,2023,Инженерная графика,normal,0,1,1,70.3,9,6,9,8,7,6
STU004004,2023-03,2023,История России,easy,1,1,1,97.2,9,10,9,10,10,10
STU004004,2023-03,2023,Иностранный язык,normal,1,4,1,89.9,3,6,5,5,6,0
STU004004,2023-03,2023,Физическая культура,easy,1,6,1,79.5,10,10,8,8,10,10
STU004005,2023-03,2023,Математический анализ I,hard,0,2,1,97.5,9,10,10,10,8,9
STU004005,2023-03,2023,Линейная алгебра и геометрия,normal,0,1,1,100,7,7,9,9,9,9
STU004005,2023-03,2023,Введение в программирование,normal,0,1,1,96.9,9,9,8,7,10,9
STU004005,2023-03,2023,Инженерная графика,normal,0,1,1,94.6,5,10,8,7,7,9
STU004005,2023-03,2023,История России,easy,1,1,1,100,10,9,9,10,10,9
STU004005,2023-03,2023,Иностранный язык,normal,1,4,1,100,10,9,8,10,10,10
STU004005,2023-03,2023,Физическая культура,easy,1,6,1,100,8,10,9,9,5,9
STU004006,2023-03,2023,Математический анализ I,hard,0,2,1,98,6,5,10,10,8,9
STU004006,2023-03,2023,Линейная алгебра и геометрия,normal,0,1,1,94,9,8,8,9,7,9
STU004006,2023-03,2023,Введение в программирование,normal,0,1,1,97.1,7,5,7,8,10,9
STU004006,2023-03,2023,Инженерная графика,normal,0,1,1,97.8,6,9,10,8,10,10
STU004006,2023-03,2023,История России,easy,1,1,1,99.2,8,9,10,10,10,9
STU004006,2023-03,2023,Иностранный язык,normal,1,4,1,100,7,0,9,9,9,9
STU004006,2023-03,2023,Физическая культура,easy,1,6,1,97.4,7,7,10,10,10,9
STU004007,2023-03,2023,Математический анализ I,hard,0,2,1,75.2,5,3,2,3,2,3
STU004007,2023-03,2023,Линейная алгебра и геометрия,normal,0,1,1,82.3,3,7,6,8,6,6
STU004007,2023-03,2023,Введение в программирование,normal,0,1,1,86.8,10,7,8,6,6,7
STU004007,2023-03,2023,Инженерная графика,normal,0,1,1,87.9,7,6,0,6,5,4
STU004007,2023-03,2023,История России,easy,1,1,1,87.4,7,8,10,8,6,9
STU004007,2023-03,2023,Иностранный язык,normal,1,4,1,68.3,6,8,5,9,6,7
STU004007,2023-03,2023,Физическая культура,easy,1,6,1,82.3,5,9,7,8,0,5
STU004008,2023-03,2023,Математический анализ I,hard,0,2,1,82.1,2,1,3,6,0,3
STU004008,2023-03,2023,Линейная алгебра и геометрия,normal,0,1,1,77.4,3,5,5,0,3,4
STU004008,2023-03,2023,Введение в программирование,normal,0,1,1,76.3,8,9,10,8,6,8
STU004008,2023-03,2023,Инженерная графика,normal,0,1,1,70.7,6,4,4,3,1,4
STU004008,2023-03,2023,История России,easy,1,1,1,73.7,9,7,7,5,10,9
STU004008,2023-03,2023,Иностранный язык,normal,1,4,1,78,0,7,8,6,6,8
STU004008,2023-03,2023,Физическая культура,easy,1,6,1,75.1,2,6,6,2,1,5
STU004009,2023-03,2023,Математический анализ I,hard,0,2,1,75.8,4,4,6,4,3,5
STU004009,2023-03,2023,Линейная алгебра и геометрия,normal,0,1,1,76.7,4,5,4,2,9,4
STU004009,2023-03,2023,Введение в программирование,normal,0,1,1,83.4,5,5,7,6,8,6
STU004009,2023-03,2023,Инженерная графика,normal,0,1,1,91.9,6,8,6,5,4,7
STU004009,2023-03,2023,История России,easy,1,1,1,93.7,7,7,9,8,10,9
STU004009,2023-03,2023,Иностранный язык,normal,1,4,1,82.1,5,5,6,8,7,5
STU004009,2023-03,2023,Физическая культура,easy,1,6,1,97.5,10,6,7,9,10,8
STU004010,2023-03,2023,Математический анализ I,hard,0,2,1,74.2,3,3,5,2,5,3
STU004010,2023-03,2023,Линейная алгебра и геометрия,normal,0,1,1,93.6,7,3,6,6,7,4
STU004010,2023-03,2023,Введение в программирование,normal,0,1,1,90.9,0,7,5,6,3,5
STU004010,2023-03,2023,Инженерная графика,normal,0,1,1,78.4,8,9,7,7,8,9
STU004010,2023-03,2023,История России,easy,1,1,1,86.7,3,7,4,5,3,5
STU004010,2023-03,2023,Иностранный язык,normal,1,4,1,97.5,10,10,10,10,10,10
STU004010,2023-03,2023,Физическая культура,easy,1,6,1,68,6,6,5,7,7,6
STU004011,2023-03,2023,Математический анализ I,hard,0,2,1,92.7,3,5,4,1,10,4
STU004011,2023-03,2023,Линейная алгебра и геометрия,normal,0,1,1,100,8,7,3,7,0,6
STU004011,2023-03,2023,Введение в программирование,normal,0,1,1,100,0,9,5,7,7,7
STU004011,2023-03,2023,Инженерная графика,normal,0,1,1,87.3,7,10,9,9,7,8
STU004011,2023-03,2023,История России,easy,1,1,1,95.8,7,8,8,10,9,9
STU004011,2023-03,2023,Иностранный язык,normal,1,4,1,86.9,10,8,10,6,7,8
STU004011,2023-03,2023,Физическая культура,easy,1,6,1,100,7,6,9,8,7,10
STU004012,2023-03,2023,Математический анализ I,hard,0,2,1,76.7,7,7,7,7,1,7
STU004012,2023-03,2023,Линейная алгебра и геометрия,normal,0,1,1,77.1,8,8,0,5,10,6
STU004012,2023-03,2023,Введение в программирование,normal,0,1,1,86,5,4,6,3,5,5
STU004012,2023-03,2023,Инженерная графика,normal,0,1,1,94.1,8,6,7,6,9,9
STU004012,2023-03,2023,История России,easy,1,1,1,86.9,7,8,5,5,6,8
STU004012,2023-03,2023,Иностранный язык,normal,1,4,1,100,8,7,8,6,8,6
STU004012,2023-03,2023,Физическая культура,easy,1,6,1,89.8,7,9,8,7,6,8
STU004013,2023-03,2023,Математический анализ I,hard,0,2,1,82.9,3,2,7,4,5,6
STU004013,2023-03,2023,Линейная алгебра и геометрия,normal,0,1,1,86.3,5,0,7,6,7,5
STU004013,2023-03,2023,Введение в программирование,normal,0,1,1,87.5,7,9,9,9,9,7
STU004013,2023-03,2023,Инженерная графика,normal,0,1,1,82.3,5,6,6,4,6,6
STU004013,2023-03,2023,История России,easy,1,1,1,81.1,7,8,7,8,7,9
STU004013,2023-03,2023,Иностранный язык,normal,1,4,1,87.8,3,0,10,3,7,6
STU004013,2023-03,2023,Физическая культура,easy,1,6,1,91.6,10,8,5,5,6,8
STU004014,2023-03,2023,Математический анализ I,hard,0,2,1,92,6,3,4,7,5,6
