student_id,group,cohort_entry_year,hidden_label
STU000869,2018-45,2018,normal
STU000870,2018-45,2018,normal
STU000871,2018-45,2018,normal
STU000872,2018-45,2018,normal
STU000873,2018-45,2018,normal
STU000874,2018-45,2018,normal
STU000875,2018-45,2018,normal
STU000876,2018-45,2018,normal
STU000877,2018-45,2018,poor
STU000878,2018-45,2018,normal
STU000879,2018-45,2018,normal
STU000880,2018-45,2018,normal
STU000881,2018-45,2018,normal
STU000882,2018-45,2018,excellent
STU000883,2018-45,2018,poor
STU000884,2018-45,2018,normal
STU000885,2018-45,2018,normal
STU000886,2018-45,2018,normal
STU000887,2018-45,2018,normal
STU000888,2018-46,2018,normal
STU000889,2018-46,2018,normal
STU000890,2018-46,2018,normal
STU000891,2018-46,2018,normal
STU000892,2018-46,2018,poor
STU000893,2018-46,2018,normal
STU000894,2018-46,2018,normal
STU000895,2018-46,2018,normal
STU000896,2018-46,2018,excellent
STU000897,2018-46,2018,normal
STU000898,2018-46,2018,normal
STU000899,2018-46,2018,normal
STU000900,2018-46,2018,normal
STU000901,2018-46,2018,normal
STU000902,2018-46,2018,normal
STU000903,2018-46,2018,normal
STU000904,2018-46,2018,normal
STU000905,2018-46,2018,normal
STU000906,2018-46,2018,excellent
STU000907,2018-46,2018,normal
STU000908,2018-46,2018,normal
STU000909,2018-46,2018,normal
STU000910,2018-46,2018,normal
STU000911,2018-46,2018,poor
STU000912,2018-46,2018,normal
STU000913,2018-47,2018,poor
STU000914,2018-47,2018,normal
STU000915,2018-47,2018,excellent
STU000916,2018-47,2018,normal
STU000917,2018-47,2018,normal
STU000918,2018-47,2018,normal
STU000919,2018-47,2018,normal
STU000920,2018-47,2018,normal
STU000921,2018-47,2018,normal
STU000922,2018-47,2018,normal
STU000923,2018-47,2018,poor
STU000924,2018-47,2018,normal
STU000925,2018-47,2018,poor
STU000926,2018-47,2018,normal
STU000927,2018-47,2018,normal
STU000928,2018-47,2018,normal
STU000929,2018-47,2018,normal
STU000930,2018-47,2018,normal
STU000931,2018-47,2018,normal
STU000932,2018-48,2018,poor
STU000933,2018-48,2018,normal
STU000934,2018-48,2018,normal
STU000935,2018-48,2018,excellent
STU000936,2018-48,2018,normal
STU000937,2018-48,2018,excellent
STU000938,2018-48,2018,excellent
STU000939,2018-48,2018,excellent
STU000940,2018-48,2018,excellent
STU000941,2018-48,2018,normal
STU000942,2018-48,2018,poor
STU000943,2018-48,2018,normal
STU000944,2018-48,2018,poor
STU000945,2018-48,2018,normal
STU000946,2018-48,2018,excellent
STU000947,2018-48,2018,normal
STU000948,2018-48,2018,normal
STU000949,2018-48,2018,poor
STU000950,2018-48,2018,normal
STU000951,2018-48,2018,normal
STU000952,2018-49,2018,normal
STU000953,2018-49,2018,normal
STU000954,2018-49,2018,normal
STU000955,2018-49,2018,normal
STU000956,2018-49,2018,normal
STU000957,2018-49,2018,normal
STU000958,2018-49,2018,normal
STU000959,2018-49,2018,normal
STU000960,2018-49,2018,normal
STU000961,2018-49,2018,normal
STU000962,2018-49,2018,normal
STU000963,2018-49,2018,excellent
STU000964,2018-49,2018,poor
STU000965,2018-49,2018,normal
STU000966,2018-49,2018,normal
STU000967,2018-49,2018,poor
STU000968,2018-50,2018,normal
STU000969,2018-50,2018,normal
STU000970,2018-50,2018,normal
STU000971,2018-50,2018,normal
STU000972,2018-50,2018,normal
STU000973,2018-50,2018,normal
STU000974,2018-50,2018,poor
STU000975,2018-50,2018,excellent
STU000976,2018-50,2018,normal
STU000977,2018-50,2018,normal
STU000978,2018-50,2018,poor
STU000979,2018-50,2018,normal
STU000980,2018-50,2018,poor
STU000981,2018-50,2018,normal
STU000982,2018-50,2018,normal
STU000983,2018-50,2018,poor
STU000984,2018-50,2018,poor
STU000985,2018-50,2018,normal
STU000986,2018-50,2018,normal
STU000987,2018-50,2018,normal
STU000988,2018-50,2018,normal
STU000989,2018-50,2018,normal
STU000990,2018-50,2018,normal
STU000991,2019-01,2019,normal
STU000992,2019-01,2019,normal
STU000993,2019-01,2019,normal
STU000994,2019-01,2019,normal
STU000995,2019-01,2019,poor
STU000996,2019-01,2019,normal
STU000997,2019-01,2019,normal
STU000998,2019-01,2019,normal
STU000999,2019-01,2019,normal
STU001000,2019-01,2019,normal
STU001001,2019-01,2019,normal
STU001002,2019-01,2019,normal
STU001003,2019-01,2019,normal
STU001004,2019-01,2019,excellent
STU001005,2019-01,2019,normal
STU001006,2019-01,2019,normal
STU001007,2019-02,2019,normal
STU001008,2019-02,2019,normal
STU001009,2019-02,2019,normal
STU001010,2019-02,2019,normal
STU001011,2019-02,2019,normal
STU001012,2019-02,2019,normal
STU001013,2019-02,2019,excellent
STU001014,2019-02,2019,normal
STU001015,2019-02,2019,normal
STU001016,2019-02,2019,normal
STU001017,2019-02,2019,normal
STU001018,2019-02,2019,poor
STU001019,2019-02,2019,normal
STU001020,2019-02,2019,poor
STU001021,2019-02,2019,normal
STU001022,2019-02,2019,normal
STU001023,2019-02,2019,normal
STU001024,2019-02,2019,normal
STU001025,2019-02,2019,normal
STU001026,2019-02,2019,normal
STU001027,2019-03,2019,poor
STU001028,2019-03,2019,normal
STU001029,2019-03,2019,normal
STU001030,2019-03,2019,normal
STU001031,2019-03,2019,normal
STU001032,2019-03,2019,excellent
STU001033,2019-03,2019,poor
STU001034,2019-03,2019,normal
STU001035,2019-03,2019,normal
STU001036,2019-03,2019,normal
STU001037,2019-03,2019,normal
STU001038,2019-03,2019,normal
STU001039,2019-03,2019,poor
STU001040,2019-03,2019,normal
STU001041,2019-03,2019,normal
STU001042,2019-03,2019,normal
STU001043,2019-03,2019,excellent
STU001044,2019-03,2019,poor
STU001045,2019-03,2019,normal
STU001046,2019-03,2019,normal
STU001047,2019-03,2019,normal
STU001048,2019-04,2019,normal
STU001049,2019-04,2019,normal
STU001050,2019-04,2019,normal
STU001051,2019-04,2019,normal
STU001052,2019-04,2019,normal
STU001053,2019-04,2019,normal
STU001054,2019-04,2019,normal
STU001055,2019-04,2019,normal
STU001056,2019-04,2019,normal
STU001057,2019-04,2019,normal
STU001058,2019-04,2019,normal
STU001059,2019-04,2019,normal
STU001060,2019-04,2019,normal
STU001061,2019-04,2019,normal
STU001062,2019-04,2019,normal
STU001063,2019-05,2019,normal
STU001064,2019-05,2019,normal
STU001065,2019-05,2019,normal
STU001066,2019-05,2019,normal
STU001067,2019-05,2019,normal
STU001068,2019-05,2019,normal
STU001069,2019-05,2019,excellent
STU001070,2019-05,2019,normal
STU001071,2019-05,2019,normal
STU001072,2019-05,2019,normal
STU001073,2019-05,2019,poor
STU001074,2019-05,2019,normal
STU001075,2019-05,2019,normal
STU001076,2019-05,2019,normal
STU001077,2019-05,2019,normal
STU001078,2019-06,2019,normal
STU001079,2019-06,2019,normal
STU001080,2019-06,2019,normal
STU001081,2019-06,2019,normal
STU001082,2019-06,2019,normal
STU001083,2019-06,2019,poor
STU001084,2019-06,2019,normal
STU001085,2019-06,2019,normal
STU001086,2019-06,2019,normal
STU001087,2019-06,2019,normal
STU001088,2019-06,2019,normal
STU001089,2019-06,2019,normal
STU001090,2019-06,2019,normal
STU001091,2019-06,2019,normal
STU001092,2019-06,2019,normal
STU001093,2019-06,2019,normal
STU001094,2019-06,2019,normal
STU001095,2019-07,2019,poor
STU001096,2019-07,2019,normal
STU001097,2019-07,2019,normal
STU001098,2019-07,2019,excellent
STU001099,2019-07,2019,normal
STU001100,2019-07,2019,normal
STU001101,2019-07,2019,normal
STU001102,2019-07,2019,normal
STU001103,2019-07,2019,normal
STU001104,2019-07,2019,normal
STU001105,2019-07,2019,excellent
STU001106,2019-07,2019,normal
STU001107,2019-07,2019,normal
STU001108,2019-07,2019,normal
STU001109,2019-07,2019,normal
STU001110,2019-07,2019,normal
STU001111,2019-07,2019,normal
STU001112,2019-07,2019,normal
STU001113,2019-08,2019,normal
STU001114,2019-08,2019,normal
STU001115,2019-08,2019,normal
STU001116,2019-08,2019,normal
STU001117,2019-08,2019,normal
STU001118,2019-08,2019,normal
STU001119,2019-08,2019,normal
STU001120,2019-08,2019,normal
STU001121,2019-08,2019,normal
STU001122,2019-08,2019,normal
STU001123,2019-08,2019,normal
STU001124,2019-08,2019,poor
STU001125,2019-08,2019,normal
STU001126,2019-08,2019,normal
STU001127,2019-08,2019,normal
STU001128,2019-08,2019,excellent
STU001129,2019-08,2019,normal
STU001130,2019-08,2019,normal
STU001131,2019-08,2019,normal
STU001132,2019-08,2019,normal
STU001133,2019-09,2019,normal
STU001134,2019-09,2019,normal
STU001135,2019-09,2019,normal
STU001136,2019-09,2019,normal
STU001137,2019-09,2019,excellent
STU001138,2019-09,2019,normal
STU001139,2019-09,2019,normal
STU001140,2019-09,2019,normal
STU001141,2019-09,2019,normal
STU001142,2019-09,2019,normal
STU001143,2019-09,2019,poor
STU001144,2019-09,2019,normal
STU001145,2019-09,2019,poor
STU001146,2019-09,2019,normal
STU001147,2019-09,2019,normal
STU001148,2019-09,2019,normal
STU001149,2019-09,2019,excellent
STU001150,2019-09,2019,normal
STU001151,2019-09,2019,normal
STU001152,2019-09,2019,excellent
STU001153,2019-09,2019,normal
STU001154,2019-09,2019,normal
STU001155,2019-09,2019,normal
STU001156,2019-09,2019,normal
STU001157,2019-10,2019,normal
STU001158,2019-10,2019,normal
STU001159,2019-10,2019,normal
STU001160,2019-10,2019,excellent
STU001161,2019-10,2019,excellent
STU001162,2019-10,2019,normal
STU001163,2019-10,2019,poor
STU001164,2019-10,2019,excellent
STU001165,2019-10,2019,normal
STU001166,2019-10,2019,normal
STU001167,2019-10,2019,normal
STU001168,2019-10,2019,poor
STU001169,2019-10,2019,normal
STU001170,2019-10,2019,normal
STU001171,2019-10,2019,normal
STU001172,2019-10,2019,poor
STU001173,2019-11,2019,normal
STU001174,2019-11,2019,normal
STU001175,2019-11,2019,normal
STU001176,2019-11,2019,normal
STU001177,2019-11,2019,normal
STU001178,2019-11,2019,normal
STU001179,2019-11,2019,normal
STU001180,2019-11,2019,normal
STU001181,2019-11,2019,normal
STU001182,2019-11,2019,normal
STU001183,2019-11,2019,normal
STU001184,2019-11,2019,normal
STU001185,2019-11,2019,normal
STU001186,2019-11,2019,normal
STU001187,2019-11,2019,normal
STU001188,2019-11,2019,excellent
STU001189,2019-11,2019,normal
STU001190,2019-11,2019,normal
STU001191,2019-11,2019,normal
STU001192,2019-11,2019,excellent
STU001193,2019-11,2019,poor
STU001194,2019-11,2019,normal
STU001195,2019-11,2019,normal
STU001196,2019-11,2019,excellent
STU001197,2019-12,2019,normal
STU001198,2019-12,2019,normal
STU001199,2019-12,2019,normal
STU001200,2019-12,2019,normal
STU001201,2019-12,2019,normal
STU001202,2019-12,2019,normal
STU001203,2019-12,2019,normal
STU001204,2019-12,2019,normal
STU001205,2019-12,2019,normal
STU001206,2019-12,2019,normal
STU001207,2019-12,2019,normal
STU001208,2019-12,2019,poor
STU001209,2019-12,2019,poor
STU001210,2019-12,2019,normal
STU001211,2019-12,2019,normal
STU001212,2019-12,2019,normal
STU001213,2019-12,2019,poor
STU001214,2019-12,2019,normal
STU001215,2019-12,2019,normal
STU001216,2019-12,2019,normal
STU001217,2019-12,2019,normal
STU001218,2019-13,2019,normal
STU001219,2019-13,2019,normal
STU001220,2019-13,2019,normal
STU001221,2019-13,2019,normal
STU001222,2019-13,2019,normal
STU001223,2019-13,2019,normal
STU001224,2019-13,2019,normal
STU001225,2019-13,2019,normal
STU001226,2019-13,2019,poor
STU001227,2019-13,2019,normal
STU001228,2019-13,2019,normal
STU001229,2019-13,2019,normal
STU001230,2019-13,2019,normal
STU001231,2019-13,2019,normal
STU001232,2019-13,2019,normal
STU001233,2019-13,2019,excellent
STU001234,2019-13,2019,normal
STU001235,2019-13,2019,excellent
STU001236,2019-13,2019,normal
STU001237,2019-13,2019,normal
STU001238,2019-13,2019,normal
STU001239,2019-13,2019,normal
STU001240,2019-14,2019,normal
STU001241,2019-14,2019,normal
STU001242,2019-14,2019,normal
STU001243,2019-14,2019,normal
STU001244,2019-14,2019,normal
STU001245,2019-14,2019,normal
STU001246,2019-14,2019,normal
STU001247,2019-14,2019,normal
STU001248,2019-14,2019,poor
STU001249,2019-14,2019,normal
STU001250,2019-14,2019,normal
STU001251,2019-14,2019,normal
STU001252,2019-14,2019,normal
STU001253,2019-14,2019,poor
STU001254,2019-14,2019,normal
STU001255,2019-14,2019,normal
STU001256,2019-14,2019,excellent
STU001257,2019-14,2019,poor
STU001258,2019-14,2019,poor
STU001259,2019-14,2019,normal
STU001260,2019-14,2019,poor
STU001261,2019-14,2019,poor
STU001262,2019-14,2019,normal
STU001263,2019-14,2019,normal
STU001264,2019-15,2019,normal
STU001265,2019-15,2019,normal
STU001266,2019-15,2019,normal
STU001267,2019-15,2019,poor
STU001268,2019-15,2019,excellent
STU001269,2019-15,2019,poor
STU001270,2019-15,2019,normal
STU001271,2019-15,2019,normal
STU001272,2019-15,2019,normal
STU001273,2019-15,2019,normal
STU001274,2019-15,2019,normal
STU001275,2019-15,2019,normal
STU001276,2019-15,2019,excellent
STU001277,2019-15,2019,normal
STU001278,2019-15,2019,normal
STU001279,2019-15,2019,normal
STU001280,2019-15,2019,poor
STU001281,2019-15,2019,poor
STU001282,2019-15,2019,normal
STU001283,2019-16,2019,normal
STU001284,2019-16,2019,normal
STU001285,2019-16,2019,normal
STU001286,2019-16,2019,normal
STU001287,2019-16,2019,normal
STU001288,2019-16,2019,normal
STU001289,2019-16,2019,normal
STU001290,2019-16,2019,poor
STU001291,2019-16,2019,normal
STU001292,2019-16,2019,normal
STU001293,2019-16,2019,normal
STU001294,2019-16,2019,excellent
STU001295,2019-16,2019,normal
STU001296,2019-16,2019,normal
STU001297,2019-16,2019,normal
STU001298,2019-16,2019,normal
STU001299,2019-16,2019,normal
STU001300,2019-16,2019,normal
STU001301,2019-16,2019,normal
STU001302,2019-16,2019,normal
STU001303,2019-16,2019,normal
STU001304,2019-16,2019,normal
STU001305,2019-17,2019,normal
STU001306,2019-17,2019,normal
STU001307,2019-17,2019,normal
STU001308,2019-17,2019,poor
STU001309,2019-17,2019,normal
STU001310,2019-17,2019,normal
STU001311,2019-17,2019,normal
STU001312,2019-17,2019,normal
STU001313,2019-17,2019,poor
STU001314,2019-17,2019,normal
STU001315,2019-17,2019,normal
STU001316,2019-17,2019,normal
STU001317,2019-17,2019,normal
STU001318,2019-17,2019,normal
STU001319,2019-17,2019,normal
STU001320,2019-17,2019,normal
STU001321,2019-17,2019,normal
STU001322,2019-17,2019,normal
STU001323,2019-17,2019,normal
STU001324,2019-17,2019,normal
STU001325,2019-17,2019,normal
STU001326,2019-17,2019,normal
STU001327,2019-18,2019,normal
STU001328,2019-18,2019,poor
STU001329,2019-18,2019,normal
STU001330,2019-18,2019,normal
STU001331,2019-18,2019,normal
STU001332,2019-18,2019,normal
STU001333,2019-18,2019,normal
STU001334,2019-18,2019,normal
STU001335,2019-18,2019,normal
STU001336,2019-18,2019,normal
STU001337,2019-18,2019,poor
STU001338,2019-18,2019,normal
STU001339,2019-18,2019,normal
STU001340,2019-18,2019,normal
STU001341,2019-18,2019,normal
STU001342,2019-18,2019,normal
STU001343,2019-18,2019,poor
STU001344,2019-18,2019,normal
STU001345,2019-18,2019,excellent
STU001346,2019-18,2019,normal
STU001347,2019-18,2019,normal
STU001348,2019-19,2019,normal
STU001349,2019-19,2019,normal
STU001350,2019-19,2019,normal
STU001351,2019-19,2019,normal
STU001352,2019-19,2019,normal
STU001353,2019-19,2019,normal
STU001354,2019-19,2019,normal
STU001355,2019-19,2019,excellent
STU001356,2019-19,2019,normal
STU001357,2019-19,2019,excellent
STU001358,2019-19,2019,normal
STU001359,2019-19,2019,excellent
STU001360,2019-19,2019,normal
STU001361,2019-19,2019,excellent
STU001362,2019-19,2019,excellent
STU001363,2019-19,2019,normal
STU001364,2019-19,2019,normal
STU001365,2019-20,2019,normal
STU001366,2019-20,2019,poor
STU001367,2019-20,2019,normal
STU001368,2019-20,2019,poor
STU001369,2019-20,2019,normal
STU001370,2019-20,2019,normal
STU001371,2019-20,2019,normal
STU001372,2019-20,2019,normal
STU001373,2019-20,2019,normal
STU001374,2019-20,2019,normal
STU001375,2019-20,2019,normal
STU001376,2019-20,2019,normal
STU001377,2019-20,2019,normal
STU001378,2019-20,2019,normal
STU001379,2019-20,2019,normal
STU001380,2019-20,2019,normal
STU001381,2019-20,2019,normal
STU001382,2019-20,2019,normal
STU001383,2019-20,2019,normal
STU001384,2019-20,2019,normal
STU001385,2019-20,2019,normal
STU001386,2019-20,2019,normal
STU001387,2019-20,2019,normal
STU001388,2019-20,2019,normal
STU001389,2019-20,2019,normal
STU001390,2019-21,2019,normal
STU001391,2019-21,2019,normal
STU001392,2019-21,2019,normal
STU001393,2019-21,2019,normal
STU001394,2019-21,2019,normal
STU001395,2019-21,2019,normal
STU001396,2019-21,2019,poor
STU001397,2019-21,2019,normal
STU001398,2019-21,2019,normal
STU001399,2019-21,2019,normal
STU001400,2019-21,2019,normal
STU001401,2019-21,2019,normal
STU001402,2019-21,2019,poor
STU001403,2019-21,2019,excellent
STU001404,2019-21,2019,poor
STU001405,2019-21,2019,normal
STU001406,2019-21,2019,normal
STU001407,2019-21,2019,poor
STU001408,2019-21,2019,normal
STU001409,2019-21,2019,excellent
STU001410,2019-21,2019,normal
STU001411,2019-21,2019,normal
STU001412,2019-21,2019,normal
STU001413,2019-22,2019,excellent
STU001414,2019-22,2019,normal
STU001415,2019-22,2019,normal
STU001416,2019-22,2019,normal
STU001417,2019-22,2019,normal
STU001418,2019-22,2019,normal
STU001419,2019-22,2019,normal
STU001420,2019-22,2019,normal
STU001421,2019-22,2019,normal
STU001422,2019-22,2019,normal
STU001423,2019-22,2019,normal
STU001424,2019-22,2019,normal
STU001425,2019-22,2019,normal
STU001426,2019-22,2019,poor
STU001427,2019-22,2019,normal
STU001428,2019-22,2019,normal
STU001429,2019-22,2019,normal
STU001430,2019-22,2019,excellent
STU001431,2019-22,2019,normal
STU001432,2019-22,2019,normal
STU001433,2019-23,2019,normal
STU001434,2019-23,2019,normal
STU001435,2019-23,2019,poor
STU001436,2019-23,2019,normal
STU001437,2019-23,2019,poor
STU001438,2019-23,2019,normal
STU001439,2019-23,2019,normal
STU001440,2019-23,2019,normal
STU001441,2019-23,2019,poor
STU001442,2019-23,2019,normal
STU001443,2019-23,2019,normal
STU001444,2019-23,2019,normal
STU001445,2019-23,2019,normal
STU001446,2019-23,2019,normal
STU001447,2019-23,2019,normal
STU001448,2019-23,2019,normal
STU001449,2019-23,2019,normal
STU001450,2019-23,2019,poor
STU001451,2019-23,2019,normal
STU001452,2019-23,2019,normal
STU001453,2019-23,2019,normal
STU001454,2019-23,2019,normal
STU001455,2019-23,2019,normal
STU001456,2019-23,2019,normal
STU001457,2019-23,2019,poor
STU001458,2019-24,2019,normal
STU001459,2019-24,2019,normal
STU001460,2019-24,2019,normal
STU001461,2019-24,2019,normal
STU001462,2019-24,2019,normal
STU001463,2019-24,2019,normal
STU001464,2019-24,2019,normal
STU001465,2019-24,2019,normal
STU001466,2019-24,2019,normal
STU001467,2019-24,2019,excellent
STU001468,2019-24,2019,normal
STU001469,2019-24,2019,normal
STU001470,2019-24,2019,excellent
STU001471,2019-24,2019,normal
STU001472,2019-24,2019,normal
STU001473,2019-24,2019,normal
STU001474,2019-24,2019,normal
STU001475,2019-24,2019,poor
STU001476,2019-24,2019,normal
STU001477,2019-24,2019,normal
STU001478,2019-25,2019,normal
STU001479,2019-25,2019,normal
STU001480,2019-25,2019,normal
STU001481,2019-25,2019,normal
STU001482,2019-25,2019,normal
STU001483,2019-25,2019,normal
STU001484,2019-25,2019,normal
STU001485,2019-25,2019,poor
STU001486,2019-25,2019,normal
STU001487,2019-25,2019,normal
STU001488,2019-25,2019,normal
STU001489,2019-25,2019,normal
STU001490,2019-25,2019,normal
STU001491,2019-25,2019,normal
STU001492,2019-25,2019,poor
STU001493,2019-25,2019,normal
STU001494,2019-25,2019,normal
STU001495,2019-25,2019,normal
STU001496,2019-25,2019,normal
STU001497,2019-25,2019,normal
STU001498,2019-25,2019,normal
STU001499,2019-26,2019,normal
STU001500,2019-26,2019,excellent
STU001501,2019-26,2019,normal
STU001502,2019-26,2019,normal
STU001503,2019-26,2019,normal
STU001504,2019-26,2019,normal
STU001505,2019-26,2019,excellent
STU001506,2019-26,2019,normal
STU001507,2019-26,2019,normal
STU001508,2019-26,2019,normal
STU001509,2019-26,2019,normal
STU001510,2019-26,2019,normal
STU001511,2019-26,2019,normal
STU001512,2019-26,2019,poor
STU001513,2019-26,2019,normal
STU001514,2019-26,2019,normal
STU001515,2019-26,2019,normal
STU001516,2019-26,2019,poor
STU001517,2019-26,2019,normal
STU001518,2019-26,2019,excellent
STU001519,2019-27,2019,normal
STU001520,2019-27,2019,excellent
STU001521,2019-27,2019,excellent
STU001522,2019-27,2019,poor
STU001523,2019-27,2019,normal
STU001524,2019-27,2019,excellent
STU001525,2019-27,2019,normal
STU001526,2019-27,2019,poor
STU001527,2019-27,2019,excellent
STU001528,2019-27,2019,normal
STU001529,2019-27,2019,poor
STU001530,2019-27,2019,normal
STU001531,2019-27,2019,normal
STU001532,2019-27,2019,normal
STU001533,2019-27,2019,normal
STU001534,2019-27,2019,poor
STU001535,2019-27,2019,poor
STU001536,2019-27,2019,poor
STU001537,2019-27,2019,normal
STU001538,2019-27,2019,normal
STU001539,2019-27,2019,normal
STU001540,2019-27,2019,normal
STU001541,2019-27,2019,normal
STU001542,2019-27,2019,normal
STU001543,2019-28,2019,normal
STU001544,2019-28,2019,normal
STU001545,2019-28,2019,poor
STU001546,2019-28,2019,normal
STU001547,2019-28,2019,normal
STU001548,2019-28,2019,normal
STU001549,2019-28,2019,normal
STU001550,2019-28,2019,normal
STU001551,2019-28,2019,normal
STU001552,2019-28,2019,normal
STU001553,2019-28,2019,normal
STU001554,2019-28,2019,normal
STU001555,2019-28,2019,normal
STU001556,2019-28,2019,normal
STU001557,2019-28,2019,normal
STU001558,2019-28,2019,normal
STU001559,2019-28,2019,poor
STU001560,2019-28,2019,normal
STU001561,2019-28,2019,normal
STU001562,2019-28,2019,normal
STU001563,2019-28,2019,normal
STU001564,2019-29,2019,excellent
STU001565,2019-29,2019,normal
STU001566,2019-29,2019,poor
STU001567,2019-29,2019,poor
STU001568,2019-29,2019,normal
STU001569,2019-29,2019,poor
STU001570,2019-29,2019,normal
STU001571,2019-29,2019,excellent
STU001572,2019-29,2019,poor
STU001573,2019-29,2019,normal
STU001574,2019-29,2019,normal
STU001575,2019-29,2019,poor
STU001576,2019-29,2019,excellent
STU001577,2019-29,2019,poor
STU001578,2019-29,2019,normal
STU001579,2019-29,2019,normal
STU001580,2019-29,2019,normal
STU001581,2019-29,2019,excellent
STU001582,2019-30,2019,poor
STU001583,2019-30,2019,normal
STU001584,2019-30,2019,normal
STU001585,2019-30,2019,normal
STU001586,2019-30,2019,normal
STU001587,2019-30,2019,excellent
STU001588,2019-30,2019,normal
STU001589,2019-30,2019,normal
STU001590,2019-30,2019,normal
STU001591,2019-30,2019,excellent
STU001592,2019-30,2019,normal
STU001593,2019-30,2019,normal
STU001594,2019-30,2019,normal
STU001595,2019-30,2019,normal
STU001596,2019-30,2019,normal
STU001597,2019-30,2019,poor
STU001598,2019-30,2019,poor
STU001599,2019-30,2019,normal
STU001600,2019-30,2019,normal
STU001601,2019-30,2019,normal
STU001602,2019-30,2019,normal
STU001603,2019-30,2019,poor
STU001604,2019-30,2019,normal
STU001605,2019-30,2019,normal
STU001606,2019-30,2019,normal
STU001607,2019-31,2019,normal
STU001608,2019-31,2019,normal
STU001609,2019-31,2019,normal
STU001610,2019-31,2019,excellent
STU001611,2019-31,2019,normal
STU001612,2019-31,2019,normal
STU001613,2019-31,2019,excellent
STU001614,2019-31,2019,poor
STU001615,2019-31,2019,normal
STU001616,2019-31,2019,normal
STU001617,2019-31,2019,normal
STU001618,2019-31,2019,excellent
STU001619,2019-31,2019,normal
STU001620,2019-31,2019,poor
STU001621,2019-31,2019,normal
STU001622,2019-31,2019,normal
STU001623,2019-31,2019,normal
STU001624,2019-32,2019,normal
STU001625,2019-32,2019,normal
STU001626,2019-32,2019,normal
STU001627,2019-32,2019,normal
STU001628,2019-32,2019,normal
STU001629,2019-32,2019,normal
STU001630,2019-32,2019,normal
STU001631,2019-32,2019,normal
STU001632,2019-32,2019,normal
STU001633,2019-32,2019,excellent
STU001634,2019-32,2019,normal
STU001635,2019-32,2019,normal
STU001636,2019-32,2019,normal
STU001637,2019-32,2019,poor
STU001638,2019-32,2019,normal
STU001639,2019-32,2019,normal
STU001640,2019-32,2019,normal
STU001641,2019-32,2019,normal
STU001642,2019-32,2019,poor
STU001643,2019-32,2019,normal
STU001644,2019-32,2019,normal
STU001645,2019-32,2019,normal
STU001646,2019-33,2019,normal
STU001647,2019-33,2019,poor
STU001648,2019-33,2019,normal
STU001649,2019-33,2019,poor
STU001650,2019-33,2019,normal
STU001651,2019-33,2019,normal
STU001652,2019-33,2019,poor
STU001653,2019-33,2019,normal
STU001654,2019-33,2019,normal
STU001655,2019-33,2019,normal
STU001656,2019-33,2019,normal
STU001657,2019-33,2019,normal
STU001658,2019-33,2019,normal
STU001659,2019-33,2019,normal
STU001660,2019-33,2019,normal
STU001661,2019-33,2019,excellent
STU001662,2019-33,2019,poor
STU001663,2019-33,2019,normal
STU001664,2019-33,2019,normal
STU001665,2019-33,2019,normal
STU001666,2019-34,2019,normal
STU001667,2019-34,2019,normal
STU001668,2019-34,2019,normal
STU001669,2019-34,2019,normal
STU001670,2019-34,2019,poor
STU001671,2019-34,2019,normal
STU001672,2019-34,2019,poor
STU001673,2019-34,2019,normal
STU001674,2019-34,2019,poor
STU001675,2019-34,2019,normal
STU001676,2019-34,2019,normal
STU001677,2019-34,2019,poor
STU001678,2019-34,2019,normal
STU001679,2019-34,2019,normal
STU001680,2019-34,2019,normal
STU001681,2019-34,2019,normal
STU001682,2019-34,2019,poor
STU001683,2019-34,2019,normal
STU001684,2019-34,2019,normal
STU001685,2019-34,2019,poor
STU001686,2019-34,2019,normal
STU001687,2019-34,2019,normal
STU001688,2019-34,2019,normal
STU001689,2019-34,2019,normal
STU001690,2019-34,2019,normal
STU001691,2019-35,2019,normal
STU001692,2019-35,2019,normal
STU001693,2019-35,2019,normal
STU001694,2019-35,2019,normal
STU001695,2019-35,2019,normal
STU001696,2019-35,2019,normal
STU001697,2019-35,2019,normal
STU001698,2019-35,2019,normal
STU001699,2019-35,2019,normal
STU001700,2019-35,2019,poor
STU001701,2019-35,2019,normal
STU001702,2019-35,2019,poor
STU001703,2019-35,2019,poor
STU001704,2019-35,2019,normal
STU001705,2019-35,2019,normal
STU001706,2019-35,2019,normal
STU001707,2019-35,2019,excellent
STU001708,2019-35,2019,normal
STU001709,2019-36,2019,normal
STU001710,2019-36,2019,normal
STU001711,2019-36,2019,normal
STU001712,2019-36,2019,normal
STU001713,2019-36,2019,normal
STU001714,2019-36,2019,normal
STU001715,2019-36,2019,normal
STU001716,2019-36,2019,normal
STU001717,2019-36,2019,normal
STU001718,2019-36,2019,normal
STU001719,2019-36,2019,poor
STU001720,2019-36,2019,normal
STU001721,2019-36,2019,normal
STU001722,2019-36,2019,normal
STU001723,2019-36,2019,poor
STU001724,2019-36,2019,normal
STU001725,2019-37,2019,excellent
STU001726,2019-37,2019,normal
STU001727,2019-37,2019,normal
STU001728,2019-37,2019,normal
STU001729,2019-37,2019,normal
STU001730,2019-37,2019,normal
STU001731,2019-37,2019,normal
STU001732,2019-37,2019,normal
STU001733,2019-37,2019,normal
STU001734,2019-37,2019,normal
STU001735,2019-37,2019,normal
STU001736,2019-37,2019,normal
STU001737,2019-37,2019,excellent
